,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
22650,105,0,75.0,4,13208,6,3,1,0,0,0
22651,89,1,159.3,4,7666,30,4,1,2,0,0
22652,0,0,69.84,6,917,23,4,1,0,0,1
22653,6,2,95.33,8,1755,14,4,2,1,0,1
22654,75,1,90.95,4,23537,7,4,3,2,0,1
22655,2,1,197.0,5,719,27,4,1,0,0,1
22656,44,1,125.55,10,30236,5,4,2,0,0,0
22657,150,1,90.0,6,20762,16,3,3,0,1,1
22658,85,0,108.9,7,19015,3,4,3,2,0,0
22659,79,2,79.2,12,27282,9,4,2,1,3,1
22660,157,0,90.95,6,30391,26,4,3,2,0,0
22661,21,0,157.0,5,16549,16,4,0,1,0,0
22662,35,1,76.5,10,19049,26,3,1,1,0,1
22663,2,0,45.5,1,12153,27,3,4,0,0,1
22664,164,0,100.0,10,16774,2,3,2,0,0,1
22665,320,0,90.0,8,32002,18,3,2,0,1,1
22666,56,0,120.0,6,8759,8,3,1,0,0,1
22667,109,0,100.5,8,35839,5,4,2,1,3,0
22668,113,0,100.0,5,14353,31,2,3,0,0,0
22669,127,0,90.0,4,606,28,3,3,1,0,1
22670,100,1,101.15,4,34457,28,4,3,2,0,1
22671,17,0,80.0,3,20521,17,3,3,0,0,1
22672,186,0,89.25,8,18291,16,4,4,0,3,0
22673,76,1,93.6,11,28588,22,4,1,0,0,1
22674,18,0,68.07,12,32244,18,4,2,2,0,1
22675,2,1,82.9,1,16919,12,4,2,0,0,1
22676,45,0,86.4,11,33968,19,4,1,1,0,0
22677,101,0,107.1,8,24882,6,4,1,2,3,0
22678,90,0,80.75,5,32507,1,3,0,2,0,1
22679,18,0,150.0,6,19556,17,4,2,0,0,0
22680,37,1,108.8,12,35249,27,4,4,0,0,1
22681,186,1,121.8,7,39,30,4,1,2,0,0
22682,39,1,99.86,12,29326,27,4,2,2,0,1
22683,6,0,123.2,8,22158,29,4,3,1,0,1
22684,3,0,77.6,5,17030,9,3,0,1,0,1
22685,37,0,95.0,10,19327,13,3,3,0,0,1
22686,210,1,90.95,8,1864,7,4,3,2,0,1
22687,271,1,101.33,9,8887,21,3,3,0,0,0
22688,247,0,109.0,6,19881,6,3,1,1,1,0
22689,71,1,126.0,5,28658,10,3,3,0,1,1
22690,87,1,134.42,6,25105,12,4,5,2,0,1
22691,19,0,65.0,11,10730,14,2,0,1,0,1
22692,44,3,96.3,10,28220,31,4,1,0,0,1
22693,39,0,87.0,8,27777,14,3,2,0,1,1
22694,25,0,87.0,3,6233,7,3,3,1,0,1
22695,14,0,137.7,4,13309,7,4,3,2,0,0
22696,166,0,110.0,11,11877,1,3,3,0,0,0
22697,322,0,80.0,5,10040,19,3,3,1,0,0
22698,275,0,110.0,4,3358,17,4,0,2,1,0
22699,0,0,109.0,8,9077,14,3,2,0,1,1
22700,80,0,168.3,9,33693,7,4,1,0,0,0
22701,39,1,140.4,5,13050,17,4,3,0,0,1
22702,275,0,110.0,4,13308,17,3,0,2,1,0
22703,63,1,88.4,11,19929,29,4,4,0,0,0
22704,259,2,140.43,12,7823,28,4,4,1,0,1
22705,13,0,126.28,9,27211,27,4,2,0,0,1
22706,9,1,90.0,8,7345,19,4,4,0,0,1
22707,19,0,75.0,7,30814,18,3,1,1,3,1
22708,3,0,87.78,10,34947,22,4,1,0,3,1
22709,12,0,109.0,2,1292,6,4,1,0,0,0
22710,25,1,95.0,10,18938,10,3,1,1,0,1
22711,85,0,162.3,8,19901,19,4,2,1,0,0
22712,192,0,95.0,6,4163,24,3,2,0,0,1
22713,204,0,100.0,5,26583,5,3,3,0,0,0
22714,386,0,90.0,10,13645,23,3,0,2,1,0
22715,60,0,75.0,3,7828,20,3,2,2,0,0
22716,21,0,66.0,2,1742,25,2,1,0,0,0
22717,76,0,80.1,3,17792,31,4,3,0,3,0
22718,377,1,115.0,10,22548,14,3,2,0,1,0
22719,166,0,110.0,11,36268,1,3,3,0,0,0
22720,11,2,196.0,7,28118,21,4,1,0,0,1
22721,62,1,91.48,4,27913,22,4,1,0,0,1
22722,114,0,75.0,7,17147,1,3,2,1,0,0
22723,48,0,175.0,9,12755,14,3,2,0,0,1
22724,7,1,140.0,10,29841,17,4,5,1,3,0
22725,42,0,89.0,6,15067,13,2,1,1,0,1
22726,81,1,76.5,8,9507,3,4,12,5,0,0
22727,2,0,72.1,2,16524,26,3,2,0,0,1
22728,305,0,89.0,11,25607,4,3,2,1,0,0
22729,121,0,71.0,4,17813,2,3,1,1,0,1
22730,42,0,74.0,2,22545,26,3,2,0,0,1
22731,27,0,105.49,4,9436,20,4,2,0,0,0
22732,67,1,149.4,9,14156,18,4,1,2,0,1
22733,86,0,87.5,9,22781,24,3,2,0,0,1
22734,116,0,76.0,2,31822,28,3,1,2,0,1
22735,2,0,90.95,6,28132,13,3,5,1,0,1
22736,219,0,76.67,9,11015,4,3,2,1,0,1
22737,39,2,88.4,11,22994,15,4,3,0,0,1
22738,132,0,89.76,10,35675,7,3,2,1,0,1
22739,74,0,109.0,9,23973,18,3,2,0,1,1
22740,49,1,115.5,9,18104,5,4,2,1,0,0
22741,39,0,67.5,2,10380,15,4,1,1,3,0
22742,301,0,90.0,7,31528,30,3,1,1,1,1
22743,68,0,123.17,7,14635,16,4,5,2,0,0
22744,58,1,94.5,10,11730,9,4,2,0,0,1
22745,29,2,101.52,3,25878,5,4,3,2,0,1
22746,1,1,89.3,1,27499,9,4,1,1,0,1
22747,270,0,80.0,4,12802,20,3,4,0,0,1
22748,12,0,135.0,10,3078,3,4,1,1,3,0
22749,57,1,158.4,10,23473,17,4,3,1,0,0
22750,1,0,86.43,12,7727,27,3,5,2,0,1
22751,22,0,149.33,6,26756,9,4,3,0,0,0
22752,51,1,60.0,11,53,11,3,4,0,0,1
22753,92,1,76.5,8,11490,7,4,4,2,0,0
22754,61,0,91.0,10,14120,4,3,0,2,0,1
22755,21,1,174.0,11,26514,18,4,2,0,0,0
22756,93,0,115.0,10,36037,15,3,1,2,0,0
22757,76,1,207.9,9,24391,4,4,0,2,0,0
22758,16,0,0.0,2,28611,24,4,0,0,0,1
22759,132,0,62.0,2,19115,7,3,1,2,0,1
22760,265,1,115.0,6,10199,24,3,2,0,1,0
22761,15,0,86.0,2,14609,18,3,3,0,0,1
22762,81,0,65.0,3,27417,25,3,2,1,0,1
22763,55,1,93.6,11,4315,25,4,1,0,0,1
22764,137,0,76.5,8,23694,16,4,0,1,0,1
22765,174,2,98.1,10,2777,5,4,4,0,3,1
22766,14,0,100.0,10,32638,15,3,1,0,0,1
22767,49,0,71.0,12,2444,30,3,4,0,0,1
22768,160,1,97.56,7,9319,18,4,6,3,0,1
22769,150,1,90.0,6,17200,16,3,3,0,1,1
22770,58,0,96.08,4,1676,21,4,3,2,0,1
22771,79,1,172.23,10,9471,21,4,7,4,0,1
22772,65,0,80.75,6,32165,9,3,3,1,0,1
22773,34,0,60.0,11,21146,1,3,1,2,0,1
22774,265,0,90.0,6,33791,24,3,2,0,1,1
22775,4,0,87.2,8,25645,1,4,0,1,3,1
22776,2,2,163.63,9,10453,10,4,6,2,0,1
22777,130,1,116.1,6,19926,6,4,2,1,3,1
22778,83,0,105.3,3,11107,25,4,2,1,0,0
22779,31,1,90.0,4,25201,9,2,1,0,0,1
22780,24,0,89.0,1,10707,6,4,2,0,0,1
22781,27,0,85.5,9,29903,18,3,1,2,0,1
22782,177,0,100.0,6,12397,3,3,2,0,0,0
22783,131,2,76.23,8,10909,5,4,2,0,3,1
22784,180,1,100.0,5,31513,2,3,1,1,0,1
22785,2,2,89.5,12,28215,18,4,0,1,0,1
22786,1,0,84.0,7,1352,26,2,1,0,0,1
22787,212,0,78.0,5,27974,20,3,3,2,0,0
22788,153,1,72.25,7,22756,3,3,3,2,0,1
22789,77,0,147.6,8,9126,26,4,2,2,0,0
22790,111,0,120.0,10,29853,10,3,0,1,0,0
22791,15,2,117.0,8,4683,30,4,2,0,0,1
22792,7,1,111.4,11,35482,6,4,4,2,0,1
22793,127,0,152.4,6,33637,20,4,2,1,0,1
22794,418,0,107.0,9,23195,26,3,2,1,1,0
22795,88,0,96.0,5,31974,3,3,3,0,1,1
22796,47,1,93.5,3,4803,21,4,3,1,0,1
22797,21,1,102.0,11,12586,1,4,4,0,0,1
22798,62,0,89.24,5,35242,9,3,1,1,0,1
22799,107,2,152.1,8,29133,20,4,1,2,0,1
22800,34,1,158.4,10,8025,2,4,1,2,0,1
22801,60,1,126.9,5,807,21,4,1,1,0,1
22802,68,1,105.3,7,32183,27,4,3,0,0,0
22803,188,0,130.0,6,2982,15,4,2,0,0,0
22804,322,0,80.0,5,28652,19,3,3,1,0,0
22805,67,1,100.81,3,5862,26,3,1,2,0,1
22806,148,0,71.37,4,26236,29,4,7,2,0,1
22807,39,1,77.5,3,17000,4,4,2,0,0,1
22808,224,1,65.0,10,12194,2,3,2,1,0,1
22809,61,0,80.75,9,14769,15,4,1,0,0,1
22810,70,2,120.15,11,25154,4,4,4,2,3,1
22811,24,2,145.4,4,31309,17,4,3,2,0,1
22812,9,0,0.0,4,31184,6,4,1,0,1,1
22813,7,2,169.0,7,17168,11,4,0,1,0,1
22814,8,3,176.34,5,9085,27,4,2,2,0,1
22815,37,0,94.5,9,32944,16,4,2,0,0,1
22816,193,1,90.95,7,24742,9,4,5,2,0,1
22817,3,1,104.0,4,28546,8,4,2,0,3,1
22818,30,0,126.9,6,21287,22,4,1,0,0,0
22819,320,1,115.0,8,19024,18,3,2,0,1,0
22820,120,0,95.2,4,2616,23,4,1,1,0,1
22821,66,0,150.3,6,14848,29,4,3,0,0,0
22822,338,1,90.67,10,11525,7,3,2,1,0,1
22823,0,0,140.0,10,15885,15,4,1,0,3,1
22824,60,2,93.6,12,9946,16,4,2,1,0,1
22825,26,0,85.0,11,22444,1,4,3,2,0,1
22826,45,0,67.5,3,10358,8,4,1,0,3,0
22827,5,0,66.0,2,19660,1,3,3,1,0,1
22828,188,0,130.0,6,6693,15,4,2,0,0,0
22829,9,0,82.92,3,26126,30,4,1,0,0,1
22830,86,1,65.0,5,30270,20,3,2,1,0,1
22831,208,2,80.24,6,4373,11,3,2,2,0,1
22832,21,3,182.0,6,1546,28,4,4,0,0,1
22833,18,2,119.58,1,13004,1,4,2,1,0,1
22834,59,0,80.0,1,30323,28,3,1,0,0,1
22835,9,2,87.0,1,5513,4,4,2,1,0,1
22836,23,0,1.0,1,165,2,4,1,2,1,1
22837,140,0,70.0,12,35263,29,3,5,0,0,1
22838,28,1,108.42,6,6234,14,4,3,0,0,1
22839,150,0,101.0,1,1534,2,3,1,2,1,1
22840,48,1,85.5,8,22264,31,3,4,1,0,1
22841,67,1,69.5,3,30531,10,4,3,0,3,1
22842,35,0,85.5,4,18852,4,3,3,1,0,1
22843,279,0,110.0,10,29332,12,3,3,0,0,0
22844,78,0,105.3,3,3825,25,4,2,1,0,0
22845,1,0,60.0,2,28573,28,3,1,2,0,0
22846,164,1,89.25,8,5029,3,4,4,0,3,1
22847,73,0,67.83,11,30118,24,3,3,0,0,1
22848,151,1,90.9,10,20179,25,4,4,0,0,1
22849,20,0,85.0,3,15232,6,4,1,2,0,0
22850,6,0,197.12,5,6750,20,4,4,2,0,0
22851,346,1,115.0,9,22652,13,3,2,0,1,0
22852,179,1,85.5,7,25465,17,4,0,1,3,0
22853,180,1,120.0,10,12990,10,3,2,1,0,0
22854,2,2,182.0,2,21591,19,4,1,0,0,1
22855,160,1,129.0,6,19273,17,4,2,1,0,0
22856,205,0,90.95,7,26030,22,4,3,2,0,0
22857,36,1,71.3,2,33070,22,4,3,1,3,1
22858,3,0,98.0,5,28851,2,2,0,1,0,1
22859,138,2,122.4,8,3627,17,4,4,1,0,1
22860,0,0,77.71,8,13901,30,4,2,0,3,1
22861,24,1,95.48,9,35125,22,4,3,0,0,1
22862,49,1,69.52,12,19434,24,4,1,0,3,1
22863,137,2,146.1,12,26602,24,4,3,2,1,1
22864,256,1,115.0,6,1815,15,4,2,0,1,0
22865,148,0,119.69,8,35682,16,4,5,2,0,0
22866,0,0,87.78,10,34283,18,4,0,1,3,1
22867,161,0,130.0,3,6679,25,4,2,1,1,0
22868,55,0,80.0,4,68,6,3,1,0,0,1
22869,180,0,70.0,10,14317,16,3,1,0,0,0
22870,5,0,77.1,2,20060,22,4,2,1,3,1
22871,0,0,88.94,10,14231,11,4,0,2,0,1
22872,95,1,103.29,5,27615,6,3,2,0,0,0
22873,3,1,72.75,11,25525,9,4,5,1,0,1
22874,4,1,106.0,8,26056,21,4,2,0,0,1
22875,204,0,100.0,5,30385,5,3,3,0,0,0
22876,144,0,92.55,5,29866,25,4,4,1,0,0
22877,55,1,133.65,6,18415,17,4,2,2,0,1
22878,17,0,75.0,1,33135,22,4,3,2,3,1
22879,43,2,108.0,10,21842,10,4,2,1,3,1
22880,25,2,84.0,10,3037,4,4,2,2,0,1
22881,55,4,102.04,10,14924,13,4,3,0,0,1
22882,24,0,45.5,2,5600,29,3,3,1,0,1
22883,196,0,128.7,8,12617,28,4,1,2,0,0
22884,0,1,161.0,10,8196,9,4,1,0,3,1
22885,166,0,117.18,6,19770,16,4,5,2,0,0
22886,1,1,97.0,11,21508,28,4,0,1,3,1
22887,116,1,137.7,7,1418,28,4,1,0,0,1
22888,19,1,231.0,8,22248,11,4,3,0,0,0
22889,118,0,110.0,6,26451,6,3,1,1,0,1
22890,65,3,135.9,9,904,27,4,3,0,0,1
22891,115,0,76.0,2,35570,27,3,2,2,0,1
22892,104,1,77.03,7,21844,16,4,1,1,0,1
22893,1,1,138.0,8,15548,20,4,1,0,3,1
22894,98,1,140.0,12,2443,17,4,2,2,0,1
22895,109,3,146.7,8,24492,6,4,1,0,0,1
22896,6,0,100.63,11,32451,14,2,3,1,0,1
22897,301,1,115.0,7,2147,30,4,1,1,1,0
22898,287,2,106.2,9,18687,29,4,3,0,0,0
22899,58,1,85.0,8,19600,24,3,4,0,0,1
22900,71,0,120.0,6,25796,14,3,3,0,0,1
22901,39,1,107.0,12,32059,29,4,1,0,0,1
22902,22,0,140.0,5,19210,20,3,2,0,0,1
22903,126,2,178.5,7,18183,13,4,4,1,1,1
22904,86,1,107.95,4,161,17,4,2,2,0,1
22905,317,0,120.0,9,21187,15,3,2,0,0,0
22906,3,2,81.6,12,6030,12,4,3,1,0,1
22907,30,1,170.63,9,33913,18,2,3,2,0,0
22908,34,1,125.0,10,29646,15,4,3,0,0,1
22909,0,0,106.65,9,31049,26,4,0,1,3,1
22910,93,0,115.0,10,14883,15,3,1,2,0,0
22911,29,0,100.33,3,35388,12,4,4,2,0,1
22912,265,0,109.0,6,602,24,4,2,0,1,0
22913,151,0,70.67,1,9401,19,3,3,0,0,1
22914,1,0,102.6,9,32681,30,3,2,0,0,1
22915,132,1,89.25,10,9581,25,4,3,2,0,1
22916,53,0,123.3,4,33896,2,4,1,0,0,0
22917,4,0,110.71,10,25986,24,4,0,1,3,1
22918,52,2,88.4,12,15056,1,4,3,1,0,1
22919,180,0,114.75,8,9170,11,4,3,1,0,0
22920,152,0,75.0,4,26053,12,3,4,0,0,1
22921,76,0,79.56,7,21328,13,3,4,0,0,1
22922,42,1,78.3,1,35134,16,4,1,2,0,1
22923,7,1,86.0,2,15452,4,4,1,0,0,1
22924,278,1,71.23,12,16220,28,4,4,1,3,1
22925,6,0,104.0,4,17462,16,4,1,1,3,0
22926,159,1,123.3,10,10306,26,4,4,1,0,0
22927,0,1,90.0,12,22623,26,4,2,2,3,1
22928,11,0,124.0,12,4017,6,4,1,0,0,1
22929,1,0,40.0,3,20220,9,2,1,0,0,1
22930,36,0,112.0,10,29668,13,3,3,0,1,1
22931,93,0,115.0,10,31092,15,3,1,2,0,0
22932,161,1,114.3,5,23140,22,4,1,2,0,0
22933,14,2,105.0,9,33302,1,4,1,0,0,1
22934,315,0,52.0,12,15287,2,3,2,0,0,1
22935,251,1,105.64,9,8259,3,4,5,2,0,0
22936,5,0,77.0,11,14562,28,2,0,1,0,1
22937,122,0,105.3,5,15743,11,4,1,0,0,0
22938,172,1,90.95,9,8386,18,3,1,2,0,1
22939,0,0,162.0,10,35143,1,4,1,2,0,1
22940,105,0,82.45,4,16815,18,4,3,1,0,1
22941,40,1,105.3,4,29395,11,4,2,1,0,1
22942,111,0,60.0,2,8600,23,3,7,2,0,0
22943,66,0,112.2,4,14493,19,4,4,0,0,1
22944,1,0,79.0,12,7563,29,2,1,0,0,1
22945,61,1,139.34,7,5678,18,4,8,3,0,0
22946,74,0,85.5,4,5124,8,4,1,0,3,0
22947,17,1,67.0,8,6976,22,2,1,1,0,1
22948,81,0,89.25,9,16803,16,4,4,2,0,1
22949,182,2,117.9,9,15426,30,4,2,0,0,0
22950,178,1,99.45,8,29741,3,4,4,0,0,1
22951,16,0,87.0,2,6163,26,3,2,0,0,1
22952,109,0,94.35,5,26720,7,4,2,2,3,0
22953,3,1,109.73,11,9026,4,4,2,0,0,1
22954,58,0,118.8,4,13187,22,4,2,1,0,0
22955,8,1,89.0,10,13542,20,2,1,0,0,1
22956,8,2,136.0,10,2165,18,4,2,2,0,1
22957,136,0,68.55,3,9080,24,4,3,1,0,1
22958,221,0,73.0,8,28794,12,3,1,0,1,1
22959,5,0,65.0,9,22300,2,2,1,0,0,1
22960,32,0,58.0,1,21985,25,3,2,1,0,1
22961,0,0,115.0,7,23051,31,4,0,1,0,1
22962,85,2,85.0,10,23209,6,3,3,1,0,1
22963,54,3,106.2,11,13867,11,4,2,0,0,1
22964,88,1,112.01,5,20869,29,4,2,2,0,1
22965,1,0,79.0,2,16140,11,4,4,2,3,1
22966,49,2,116.1,5,36252,8,4,0,2,3,1
22967,8,0,161.0,4,35652,11,4,1,1,0,1
22968,2,1,147.46,8,7840,7,4,0,2,1,1
22969,164,1,108.11,9,1223,17,4,3,2,0,0
22970,43,0,117.9,7,18736,1,4,2,0,0,0
22971,34,1,139.5,10,6600,2,4,2,2,0,0
22972,104,3,146.7,7,16650,5,4,1,0,0,1
22973,133,1,127.15,5,12246,24,4,5,1,0,1
22974,48,0,130.0,9,12160,14,3,2,0,0,1
22975,211,0,100.0,5,25526,20,3,2,0,0,0
22976,27,0,87.0,3,12911,6,3,3,2,0,1
22977,36,1,104.49,5,22098,7,4,1,0,3,1
22978,31,1,77.47,6,33527,26,4,1,2,0,1
22979,0,1,195.0,9,9864,8,4,4,0,0,1
22980,164,0,100.0,10,5081,2,3,2,0,0,1
22981,25,0,91.0,2,7424,13,4,1,0,0,0
22982,29,1,88.76,11,35633,11,4,2,1,0,1
22983,0,0,159.0,7,10175,1,4,1,0,0,1
22984,9,2,82.0,1,7751,15,4,2,1,0,1
22985,8,0,156.0,6,11707,10,4,2,0,0,0
22986,71,0,120.0,6,7441,14,3,3,0,0,1
22987,3,0,128.8,6,6712,11,4,1,0,0,1
22988,315,0,52.0,12,22722,2,3,2,0,0,1
22989,28,1,51.6,11,34007,17,3,3,0,0,1
22990,36,1,68.07,12,18499,1,4,3,2,0,1
22991,13,0,80.0,3,16751,17,3,3,0,0,1
22992,91,2,132.3,10,17598,20,4,3,0,0,0
22993,21,2,147.9,11,9621,19,4,2,2,0,1
22994,251,1,73.35,11,19844,21,4,1,1,3,1
22995,94,1,119.0,12,29843,23,4,2,2,0,1
22996,91,0,114.3,7,29120,6,4,1,0,0,1
22997,48,2,142.2,9,34816,2,4,1,0,0,1
22998,184,1,139.5,8,12784,17,4,1,0,1,0
22999,192,0,95.0,6,12204,24,3,2,0,0,1
23000,180,2,82.08,8,35921,15,4,5,2,0,1
23001,83,2,159.3,4,27492,3,4,1,2,0,1
23002,298,0,75.0,5,30271,10,3,2,0,0,0
23003,11,3,156.8,6,7297,26,3,2,2,0,1
23004,5,1,100.0,8,29493,25,3,5,2,1,1
23005,15,0,86.0,2,29665,18,3,3,0,0,1
23006,9,0,89.0,12,29650,3,3,1,0,0,1
23007,19,1,130.67,6,24972,21,4,3,0,0,1
23008,34,1,68.45,11,35279,27,4,5,2,0,1
23009,71,0,51.96,7,14753,11,4,1,0,3,1
23010,107,1,130.0,6,29025,10,3,2,0,0,1
23011,32,0,73.0,11,30472,20,3,2,0,0,1
23012,11,1,119.0,5,19849,31,4,2,0,3,0
23013,0,0,65.0,1,32612,20,2,1,0,0,1
23014,25,2,165.5,9,3691,15,4,3,1,0,1
23015,50,0,12.0,2,14057,22,3,5,2,0,0
23016,149,0,105.9,7,28434,20,4,3,0,0,0
23017,6,0,41.0,2,5510,3,2,1,0,0,1
23018,7,2,131.0,4,9747,23,4,1,1,0,1
23019,38,1,116.65,10,19286,11,4,3,0,0,1
23020,18,0,95.0,4,14811,18,4,1,1,0,0
23021,305,0,89.0,11,2169,4,4,2,1,0,0
23022,3,4,155.68,9,33858,20,4,3,0,0,1
23023,280,0,110.0,9,29540,19,3,2,1,0,0
23024,284,0,81.82,10,22642,16,4,3,2,0,0
23025,73,0,159.3,4,18814,3,4,1,2,0,0
23026,74,0,87.0,9,9351,18,3,2,0,1,1
23027,216,0,80.75,8,23295,30,3,2,0,0,1
23028,263,0,110.0,10,35059,21,3,2,0,0,0
23029,91,0,75.0,5,9296,10,3,2,0,0,0
23030,87,2,126.0,12,19486,16,4,2,0,0,1
23031,71,0,75.0,12,18429,2,3,2,1,0,1
23032,4,1,139.0,7,16811,6,4,2,0,3,1
23033,273,0,109.0,7,27907,17,3,2,0,1,0
23034,33,0,85.5,4,25461,5,3,4,0,0,1
23035,196,0,139.5,8,34076,21,4,0,2,1,0
23036,173,1,94.5,8,8754,13,4,1,2,3,0
23037,161,3,94.0,11,6766,28,4,4,1,0,1
23038,85,0,98.0,12,33922,3,4,1,1,0,1
23039,349,0,80.0,10,10528,4,3,5,1,0,0
23040,94,0,105.3,4,29829,14,4,3,0,0,0
23041,57,0,75.33,6,1555,10,3,2,1,0,1
23042,19,0,80.0,10,30516,6,3,3,0,0,1
23043,189,0,109.8,10,17300,28,4,2,1,0,0
23044,19,2,104.0,12,22109,5,4,2,1,0,1
23045,11,0,66.0,1,21574,30,2,1,0,0,1
23046,0,0,158.0,5,22552,9,4,1,1,0,1
23047,203,0,112.5,12,11240,8,4,3,0,1,1
23048,3,0,36.25,8,14388,22,3,1,2,1,1
23049,53,1,88.4,11,34100,13,4,4,2,0,1
23050,44,1,71.1,3,2081,9,4,3,0,3,1
23051,0,0,156.0,8,19442,25,4,1,0,0,1
23052,123,1,114.69,9,25257,18,4,4,2,0,1
23053,81,0,134.1,8,25284,1,4,6,3,0,0
23054,3,1,145.0,9,21817,22,4,3,0,0,1
23055,15,2,115.0,9,1811,16,4,2,0,3,1
23056,155,2,173.25,7,30922,7,4,3,1,1,0
23057,2,0,72.75,4,23213,17,3,2,2,0,1
23058,55,1,60.0,11,23531,18,3,4,0,0,1
23059,131,0,94.5,8,4172,15,4,1,2,1,0
23060,304,0,89.0,11,30065,3,3,3,0,0,0
23061,11,1,191.35,8,6286,8,4,0,1,0,1
23062,25,0,75.6,9,1002,13,4,3,2,0,1
23063,219,1,136.1,9,25076,13,4,2,0,0,0
23064,44,0,76.5,5,22916,19,3,1,0,3,1
23065,17,0,95.0,10,26216,3,2,1,1,0,1
23066,157,1,90.0,3,3982,19,4,3,2,0,1
23067,2,2,100.67,8,15268,21,4,2,1,0,1
23068,37,0,105.0,10,899,13,3,3,0,0,1
23069,10,3,140.0,8,7575,24,4,1,0,0,1
23070,0,0,92.0,8,2332,8,4,0,1,3,1
23071,13,2,92.0,8,13967,31,4,4,1,0,0
23072,85,0,157.25,3,24112,24,4,3,2,0,0
23073,211,0,100.0,5,28406,20,3,2,0,0,0
23074,37,1,120.7,11,29636,16,4,4,2,1,1
23075,52,1,60.0,11,22541,19,3,3,0,0,1
23076,327,1,88.0,9,23690,9,3,4,2,1,1
23077,5,0,85.0,2,14854,20,4,5,2,0,0
23078,88,0,93.6,12,2840,1,4,2,0,0,0
23079,213,0,130.0,6,12445,7,3,3,0,0,0
23080,83,1,96.3,4,12544,7,4,2,0,0,1
23081,12,3,164.0,8,29294,24,4,2,0,0,1
23082,34,0,168.3,8,29486,10,4,1,0,0,0
23083,214,1,90.95,8,8635,9,4,5,2,0,1
23084,35,2,109.0,10,8350,28,4,2,0,3,1
23085,32,2,142.2,4,8185,16,4,1,1,0,1
23086,20,0,65.58,3,31654,7,3,3,1,0,1
23087,42,1,180.16,3,3357,20,4,2,2,1,1
23088,11,0,130.33,4,26083,6,4,4,2,0,1
23089,102,0,79.65,10,9836,30,4,2,2,3,0
23090,185,0,103.5,12,13072,16,4,2,1,0,1
23091,85,0,186.3,6,19573,30,4,1,0,0,0
23092,58,0,75.0,11,24839,23,3,3,0,0,1
23093,10,2,173.0,2,17135,27,4,1,1,0,1
23094,4,0,80.0,8,17174,29,3,1,1,0,1
23095,0,0,90.78,4,8413,23,4,1,0,0,1
23096,74,0,109.0,9,30990,18,3,2,0,1,1
23097,208,1,91.5,8,9411,19,4,2,1,3,1
23098,61,0,63.58,3,15614,19,3,2,2,0,1
23099,110,1,108.0,10,14119,12,4,1,0,3,0
23100,114,1,74.8,11,28242,13,4,4,2,3,0
23101,26,0,65.0,7,28947,11,2,0,1,0,1
23102,4,0,70.0,12,22682,16,3,1,0,0,1
23103,32,0,130.5,9,1764,9,4,2,0,0,0
23104,59,0,85.5,5,5901,14,3,3,2,0,1
23105,10,0,58.0,12,21239,11,3,3,2,0,1
23106,115,0,76.0,2,3543,27,3,2,2,0,1
23107,65,0,123.98,9,7124,5,4,3,1,0,1
23108,33,0,143.94,9,35823,1,4,5,2,1,1
23109,74,0,101.5,9,20503,18,3,2,0,1,1
23110,113,1,100.75,4,9752,25,4,3,1,0,1
23111,88,1,90.95,4,9961,16,4,3,2,0,1
23112,4,1,87.0,1,24174,8,4,2,0,0,1
23113,275,0,91.69,10,34962,9,4,5,3,3,0
23114,172,0,95.0,6,2304,24,4,2,0,0,0
23115,273,0,95.0,5,27253,13,3,2,1,0,0
23116,15,0,86.0,2,12578,18,3,3,0,0,1
23117,67,1,76.16,3,10623,26,3,1,2,0,1
23118,302,0,100.0,9,21944,16,3,2,1,0,0
23119,180,1,100.0,5,11361,2,3,1,1,0,1
23120,131,0,72.25,7,22718,9,3,1,1,0,1
23121,18,1,82.39,10,18933,2,4,1,0,0,1
23122,2,1,81.75,5,30307,15,3,2,2,0,1
23123,166,0,110.0,11,11596,1,3,3,0,0,0
23124,41,0,171.2,6,26981,28,3,1,0,0,1
23125,7,1,147.3,7,1900,12,3,2,0,0,1
23126,30,0,139.28,10,34915,3,4,3,1,0,0
23127,0,1,44.0,1,2321,5,4,2,0,3,1
23128,1,1,12.0,10,16553,10,3,1,1,0,1
23129,8,3,97.0,11,22741,15,4,4,0,0,1
23130,11,1,124.0,9,5271,2,4,2,0,3,1
23131,69,0,149.4,9,19414,17,4,1,0,0,0
23132,4,0,91.0,2,21343,5,4,2,2,0,0
23133,56,1,109.8,12,25590,8,4,3,0,0,1
23134,64,1,118.8,4,1293,23,4,1,2,0,0
23135,5,2,149.0,9,14133,19,4,0,1,3,1
23136,105,0,75.0,4,8230,6,3,1,0,0,0
23137,93,0,105.4,4,22346,26,4,5,1,0,1
23138,10,0,137.0,3,27740,29,4,1,0,0,0
23139,290,0,73.95,12,18342,1,4,3,1,0,0
23140,2,1,101.0,1,24984,29,4,2,0,0,1
23141,40,1,108.5,3,28497,23,4,3,0,3,1
23142,110,0,72.8,4,9837,20,4,2,0,0,1
23143,185,0,103.5,12,5619,16,4,2,1,0,1
23144,93,0,159.3,6,1993,3,4,2,0,0,1
23145,42,1,104.42,11,35997,16,4,4,1,0,1
23146,121,0,90.0,6,29112,24,3,2,1,0,0
